ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
231,"A 12-year-old boy with sickle cell disease and type 1 diabetes mellitus is brought to the office by his mother for an initial visit. The family recently moved to the area. Type 1 diabetes mellitus was diagnosed in the patient 6 years ago. Since that time, he has been treated with insulin and dietary management. His insulin regimen has not changed during the past year; however, his mother says he has been only marginally compliant with his insulin and dietary regimens. His diabetic diary shows home fingerstick blood glucose concentrations ranging from 140â€“200 mg/dL during the past 3 months. He admits to checking his glucose concentrations infrequently. Measurement of hemoglobin A1c obtained last week was 5.4%. The patient's vital signs are temperature 36.8Â°C (98.2Â°F), pulse 72/min, respirations 24/min, and blood pressure 110/64 mm Hg. Physical examination shows no abnormalities. Which of the following is the most likely explanation for the discrepancy between the patient's home fingerstick blood glucose concentrations and his hemoglobin A1c?",He has iron deficiency anemia,His daily glucose control is better than recorded,His glucometer is reading falsely high and should be replaced,His hemoglobin A1c is likely a result of laboratory error and should be repeated,His sickle cell disease is affecting his hemoglobin A1c,,,,,,E,His sickle cell disease is affecting his hemoglobin A1c,Text,STEP 3,0.18,75.52
632,"A 57-year-old man with alcohol use disorder comes to the emergency department because of a 3-day history of worsening abdominal pain and distention. Medical history is remarkable for alcoholic cirrhosis, hypertension, hyperlipidemia, and a laparoscopic cholecystectomy 10 years ago. The patient also has had several previous hospital admissions for similar episodes of abdominal pain and distention. The patient takes no medications but has been prescribed medications for hypertension in the past. He recently participated in an alcohol rehabilitation program but began drinking alcohol again 1 week ago. During the past 5 days, he has drunk 1 L of vodka daily. Pulse is 100/min, respirations are 16/min, and blood pressure is 165/85 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 100%. The patient appears jaundiced. Cardiopulmonary examination discloses no abnormalities. The abdomen is large, distended, and tense; a fluid wave is present. Palpation of the abdomen discloses a 2-cmâ€“wide reducible umbilical hernia and diffuse tenderness without guarding. There is no tenderness to percussion. In addition to large-volume paracentesis and furosemide therapy, initiation of which of the following pharmacotherapies is most appropriate?",Enalapril,Metoprolol,Propranolol,Spironolactone,Valsartan,,,,,,D,Spironolactone,Text,STEP 2,0.84,106.39
321,A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?,Lesser peritoneal cavity,Mesometrium,Pouch of Douglas,Uterine cavity,Vagina,,,,,,C,Pouch of Douglas,Text,STEP 1,0.82,59.44
199,"A 67-year-old woman comes to the physician for a follow-up examination. She had a pulmonary embolism and required treatment in the hospital for 3 weeks. She had a retroperitoneal hemorrhage; anticoagulant therapy was temporarily discontinued, and she underwent placement of an inferior vena cava (IVC) filter. She had a hematoma that was resolving on discharge from the hospital 2 weeks ago. Today, she says she has had a persistent sensation of tingling and numbness of her left thigh that she did not report in the hospital because she thought it would go away; the sensation has improved somewhat during the past week. Her only medication is warfarin. Vital signs are within normal limits. Examination of the skin shows no abnormalities. Muscle strength is normal. Sensation to light touch is decreased over a 5 x 5-cm area on the lateral aspect of the left anterior thigh. Which of the following is the most likely cause of this patient's decreased sensation?",Cerebral infarction during the hospitalization,Complication of the IVC filter placement,Compression of the lateral femoral cutaneous nerve,Hematoma of the left thigh,Spinal cord infarct,Vitamin B12 (cobalamin) deficiency,,,,,C,Compression of the lateral femoral cutaneous nerve,Text,STEP 2,0.4,102.34
323,"A 10-year-old boy is brought to the emergency department in the middle of summer because of fever, headache, and photophobia. Several of his camp mates have had a similar illness. Physical examination shows mild nuchal rigidity. A lumbar puncture is performed. Laboratory studies show: Serum glucose 90 mg/dL Cerebrospinal fluid Â  â€ƒPressure, opening 50 mm H2O â€ƒGlucose 65 mg/dL â€ƒTotal protein 70 mg/dL â€ƒLeukocyte count 43/mm3 (95% lymphocytes)Which of the following infectious agents is the most likely cause of these findings?",Adenovirus,Enterovirus,Herpes simplex virus,Neisseria meningitidis,Streptococcus pneumoniae,,,,,,B,Enterovirus,Text,STEP 1,0.38,85.63
424,"A 32-year-old man comes to the office because of a 10-day history of a red rash that has spread over his entire torso. He says the rash is not itchy or painful. He reports having a flu-like illness nearly 5Â weeks ago, with associated headache, neck stiffness, muffled hearing, and a canker sore on his tongue. All of these symptoms have resolved without treatment. Additional medical history is unremarkable and he takes no medications. BMI is 18Â kg/m2. Vital signs are normal. Specific additional history should be obtained to determine whether which of the following has occurred during the past 6Â months?",Blood transfusions,Exposure to toxic chemicals,International travel,Tobacco use,Unprotected sexual intercourse,,,,,,E,Unprotected sexual intercourse,Text,STEP 3,0.26,68.69
645,"A 70-year-old man comes to the clinic because of a 3-day history of fatigue, dark urine, decreased urine output, mild pain with urination, and a low-grade fever. He has gout, hypertension, and osteoarthritis. His medications are allopurinol, hydrochlorothiazide, and acetaminophen. Temperature is 37.9Â°C (100.2Â°F), pulse is 88/min, respirations are 24/min, and blood pressure is 160/95 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Jugular venous pressure is 7Â cmÂ H2OÂ  (N=5â€“9). Cardiopulmonary examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Discontinuation of acetaminophen therapy,Intravenous administration of fluids,Measurement of postvoid residual volume,Oral trimethoprim-sulfamethoxazole therapy,Renal biopsy,,,,,,C,Measurement of postvoid residual volume,Text,STEP 2,1.24,125.13
280,"A 31-year-old man with a 5-year history of HIV infection comes to the office because of anal pain, particularly on defecation, for the past 4 months. He says he has seen spots of blood on the toilet tissue but has not had any other noticeable bleeding. He reports no change in bowel habits and has not had recent fever, chills, or rectal drainage. He says he and his partner engage in anal-receptive intercourse. His most recent CD4+ T-lymphocyte count 2 months ago was 350/mm3; HIV viral load at that time was undetectable. He currently is being treated with antiretroviral therapy. He has had no opportunistic infections. Medical history is also significant for syphilis and genital herpes treated with penicillin and acyclovir, respectively. He does not smoke cigarettes or drink alcoholic beverages. Vital signs are normal. Physical examination shows small bilateral inguinal lymph nodes, but respiratory, cardiac, and abdominal examinations disclose no abnormalities. There are several tender fleshy lesions around the perianal area. Rectal examination produces tenderness, but there is no rectal discharge. Test of the stool for occult blood is trace positive. Which of the following is the most appropriate pharmacotherapy at this time?",Acyclovir,Imiquimod,Levofloxacin,Metronidazole,Penicillin,,,,,,B,Imiquimod,Text,STEP 3,1.06,106.36
485,"A 20-year-old woman comes to the clinic for an initial visit because of dry skin that has been present since childhood but worsens each winter. The dry skin is most prominent on her lower extremities, but it is not present behind the knees or over the ankles. Her father and younger brother also have similar skin changes. The patient's medical history otherwise is unremarkable and she takes no medications. BMI is 24Â kg/m2. Vital signs are normal. Physical examination discloses no abnormalities except for the findings shown in the photograph. Which of the following is the most appropriate treatment for this patient?",Oral tretinoin,Topical ketoconazole cream,Topical lactic acid lotion,Topical triamcinolone ointment,Use of antibacterial soap,,,,,,C,Topical lactic acid lotion,PIX,STEP 3,1.2,54.01
377,"A 63-year-old woman comes to the physician 1 day after the sudden onset of pain and swelling of her right knee. She has had no injury. Her medications include occasional ibuprofen for mild osteoarthritis of both knees. Her temperature is 37Â°C (98.6Â°F), pulse is 97/min, respirations are 19/min, and blood pressure is 129/79 mm Hg. Examination of the right knee shows warmth, erythema, and effusion. Exquisite tenderness is produced with minimal range-of-motion testing. Examination of synovial fluid obtained via joint aspiration shows that it is clear, with positively birefringent rhomboids observed under polarized light microscopy. Deposition of which of the following substances is the most likely cause of these findings?",Ammonium urate,Calcium oxalate,Calcium pyrophosphate,Calcium urate,Sodium urate,,,,,,C,Calcium pyrophosphate,Text,STEP 1,0.16,49.15
